ESNERR_StCode,Region,Date,AvgOfTime,AvgOfDD_LAT,AvgOfDD_LONG,Temp C,Sal (PSU),AvgOfpH,DO SAT %,DO mg/L,Turb (NTU),Chl (ug/L),Floating Algae % Cover,Ammonia as N mg/L,Umol Ammonia,Nitrate as N (mg/L),Umol Nitrate,Nitrite as N (mg/L),MLML Nitrate mg/L,MCCL Phosphate (mg/L),Umol Phosphate,total Nitrogen,Free Ammonia (mg/L),Lab Chl a (ug/L)
RNM,Reserve,2/29/1996,0.72,36.8364,-121.7323,14.00,15.17,8.19,,11.75,76.00,,,0.38,27.14,0.68,48.43,0.00,,0.12,3.87,,0.01,0.00
RSM,Reserve,2/29/1996,0.37,36.824,-121.74,11.10,21.88,9.23,,11.41,0.00,,,0.14,10.00,0.68,48.43,0.00,,0.13,4.20,,0.04,0.00
SKL,Lower Slough,2/29/1996,0.60,36.8106,-121.7864,11.90,15.12,8.44,,8.95,0.00,,,0.50,35.71,7.23,516.57,0.00,,0.45,14.53,,0.03,0.00
SP,Lower Slough,2/29/1996,0.66,36.8247,-121.7774,12.00,2.79,9.14,,10.91,1.20,,,2.11,150.71,1.81,129.14,0.00,,1.02,32.93,,0.49,0.00
SRB,Salinas River,2/29/1996,0.51,36.7321,-121.7807,10.80,0.15,8.41,,10.10,58.00,,,0.03,1.79,0.68,48.43,0.00,,0.09,2.91,,0.00,0.00
SRL,Salinas River,2/29/1996,0.48,36.748,-121.7835,11.10,0.30,8.32,,9.86,55.00,,,0.03,1.79,2.94,209.86,0.00,,0.13,4.20,,0.00,0.00
APC,Upper Slough,3/26/1996,0.44,36.8439,-121.7513,16.20,2.55,8.18,,7.07,74.00,,,1.09,77.86,0.23,16.14,0.00,,0.02,0.48,,0.05,0.00
APN,Upper Slough,3/26/1996,0.43,36.8471,-121.7545,16.10,29.02,8.69,,11.41,0.10,,,0.38,27.14,0.90,64.57,0.00,,0.07,2.26,,0.05,0.00
APS,Upper Slough,3/26/1996,0.45,36.8423,-121.7469,16.70,11.15,8.64,,8.23,0.10,,,0.49,35.00,0.11,8.07,0.00,,0.52,16.79,,0.06,0.00
BSE,Lower Slough,3/26/1996,0.57,36.8215,-121.7834,16.00,21.29,9.28,,14.82,0.10,,,0.03,1.79,0.11,8.07,0.00,,0.28,9.04,,0.01,0.00
BSW,Lower Slough,3/26/1996,0.54,36.8209,-121.7909,21.50,27.35,9.18,,12.35,55.00,,,0.22,15.71,0.23,16.14,0.00,,0.53,17.11,,0.09,0.00
CC,Upper Slough,3/26/1996,0.49,36.8601,-121.7401,15.80,0.76,7.89,,11.37,32.00,,,0.22,15.71,4.29,306.71,0.00,,0.02,0.48,,0.00,0.00
HLE,Upper Slough,3/26/1996,0.47,36.8563,-121.7549,16.50,3.21,9.41,,5.85,40.00,,,0.51,36.43,9.27,661.86,0.00,,0.02,0.48,,0.22,0.00
HLW,Upper Slough,3/26/1996,0.48,36.8565,-121.755,15.60,10.24,9.12,,15.37,44.00,,,0.45,32.14,7.91,565.00,0.00,,0.02,0.48,,0.12,0.00
JR,Lower Slough,3/26/1996,0.57,36.8171,-121.7871,18.90,27.59,9.21,,13.91,0.10,,,0.03,1.79,0.68,48.43,0.00,,0.29,9.36,,0.01,0.00
KP,Upper Slough,3/26/1996,0.41,36.8398,-121.7437,14.00,28.60,8.72,,9.89,0.10,,,0.26,18.57,0.68,48.43,0.00,,0.06,1.94,,0.03,0.00
MCS,Lower Slough,3/26/1996,0.65,36.7963,-121.7832,19.00,8.00,8.49,,9.23,0.10,,,1.12,80.00,0.45,32.29,0.00,,0.92,29.70,,0.11,0.00
MDW,Tembladero Slough,3/26/1996,0.60,36.7719,-121.7897,,5.43,8.67,,12.25,71.00,,,1.29,92.14,22.83,"1,630.43",0.00,,0.99,31.96,,,0.00
MLN,Lower Slough,3/26/1996,0.69,36.8,-121.7844,16.60,16.61,8.36,,9.09,0.10,,,0.60,42.86,1.58,113.00,0.00,,0.42,13.56,,0.04,0.00
MLS,Lower Slough,3/26/1996,0.69,36.7997,-121.7847,19.50,5.63,8.67,,9.90,23.00,,,0.18,12.86,0.45,32.29,0.00,,0.61,19.69,,0.03,0.00
PRN,Tembladero Slough,3/26/1996,0.70,36.7908,-121.7904,18.00,7.14,9.02,,14.73,38.00,,,0.17,12.14,26.44,"1,888.71",0.00,,0.41,13.24,,0.04,0.00
PRS,Tembladero Slough,3/26/1996,0.70,36.7904,-121.7907,15.20,26.20,8.40,,9.51,0.10,,,0.20,14.29,6.78,484.29,0.00,,0.20,6.46,,0.01,0.00
RBR,Reserve,3/26/1996,0.37,36.8199,-121.7371,14.80,31.70,8.90,,10.33,6.40,,,0.13,9.29,0.23,16.14,0.00,,0.46,14.85,,0.02,0.00
RNM,Reserve,3/26/1996,0.40,36.8364,-121.7323,15.30,19.98,7.69,,3.90,89.00,,,0.26,18.57,0.11,8.07,0.00,,0.02,0.48,,0.00,0.00
RSM,Reserve,3/26/1996,0.38,36.824,-121.74,14.20,31.36,8.99,,8.59,9.40,,,0.12,8.57,0.23,16.14,0.00,,0.13,4.20,,0.02,0.00
SKL,Lower Slough,3/26/1996,0.58,36.8106,-121.7864,16.70,29.97,8.46,,9.07,0.10,,,0.15,10.71,2.94,209.86,0.00,,0.17,5.49,,0.01,0.00
SP,Lower Slough,3/26/1996,0.52,36.8247,-121.7774,19.70,3.48,8.21,,4.00,0.10,,,5.76,411.43,0.68,48.43,0.00,,1.45,46.81,,0.34,0.00
SRB,Salinas River,3/26/1996,0.63,36.7321,-121.7807,15.80,0.42,8.97,,9.90,4.00,,,0.03,1.79,3.16,226.00,0.00,,0.12,3.87,,0.01,0.00
SRL,Salinas River,3/26/1996,0.62,36.748,-121.7835,18.10,1.63,8.97,,9.63,71.00,,,0.14,10.00,2.94,209.86,0.00,,0.12,3.87,,0.03,0.00
TS,Tembladero Slough,3/26/1996,0.65,36.7651,-121.7596,18.20,0.94,8.63,,10.69,89.00,,,0.17,12.14,30.28,"2,163.14",0.00,,0.33,10.65,,0.02,0.00
APC,Upper Slough,4/29/1996,0.49,36.8439,-121.7513,27.30,12.17,9.54,,19.88,724.00,,,0.33,23.57,0.11,8.07,0.00,,0.21,6.78,,0.23,0.00
APN,Upper Slough,4/29/1996,0.47,36.8471,-121.7545,20.70,34.78,8.05,,7.50,3.20,,,0.25,17.86,0.11,8.07,0.00,,0.12,3.87,,0.01,0.00
APS,Upper Slough,4/29/1996,0.53,36.8423,-121.7469,29.20,24.17,8.95,,,98.00,,,0.03,1.79,0.11,8.07,0.00,,1.24,40.03,,0.01,0.00
BSE,Lower Slough,4/29/1996,0.67,36.8215,-121.7834,24.50,32.83,8.92,,9.43,0.10,,,0.27,19.29,0.45,32.29,0.00,,0.62,20.02,,0.08,0.00
BSW,Lower Slough,4/29/1996,0.66,36.8209,-121.7909,26.60,33.89,9.43,,10.03,0.10,,,0.10,7.14,0.11,8.07,0.00,,0.43,13.88,,0.06,0.00
CC,Upper Slough,4/29/1996,0.63,36.8601,-121.7401,26.40,5.82,8.51,,12.27,0.10,,,0.30,21.43,0.68,48.43,0.00,,0.07,2.26,,0.05,0.00
HLE,Upper Slough,4/29/1996,0.62,36.8563,-121.7549,24.80,25.85,9.60,,,0.10,,,0.48,34.29,0.90,64.57,0.00,,0.22,7.10,,0.33,0.00
HLW,Upper Slough,4/29/1996,0.63,36.8565,-121.755,23.00,28.44,9.28,,12.67,0.10,,,0.50,35.71,4.75,339.00,0.00,,0.20,6.46,,0.24,0.00
JR,Lower Slough,4/29/1996,0.68,36.8171,-121.7871,24.70,34.05,9.35,,,0.10,,,0.09,6.43,0.23,16.14,0.00,,0.36,11.62,,0.05,0.00
KP,Upper Slough,4/29/1996,0.56,36.8398,-121.7437,22.70,34.84,8.38,,6.96,0.10,,,0.20,14.29,0.11,8.07,0.00,,0.16,5.17,,0.02,0.00
MCS,Lower Slough,4/29/1996,0.39,36.7963,-121.7832,18.60,33.45,8.67,,5.69,0.10,,,0.20,14.29,0.23,16.14,0.00,,0.13,4.20,,0.03,0.00
MDW,Tembladero Slough,4/29/1996,0.47,36.7719,-121.7897,21.80,2.83,9.45,,5.29,0.10,,,0.27,19.29,45.88,"3,277.00",0.00,,0.45,14.53,,0.15,0.00
MLN,Lower Slough,4/29/1996,0.43,36.8,-121.7844,16.80,33.00,8.49,,6.77,0.10,,,0.10,7.14,1.13,80.71,0.00,,0.07,2.26,,0.01,0.00
MLS,Lower Slough,4/29/1996,0.44,36.7997,-121.7847,17.20,33.37,8.45,,7.00,0.10,,,0.11,7.86,0.68,48.43,0.00,,0.10,3.23,,0.01,0.00
PRN,Tembladero Slough,4/29/1996,0.37,36.7908,-121.7904,18.10,28.71,8.30,,5.65,0.10,,,0.14,10.00,5.88,419.71,0.00,,0.58,18.73,,0.01,0.00
PRS,Tembladero Slough,4/29/1996,0.38,36.7904,-121.7907,19.70,3.61,9.39,,14.26,0.10,,,0.20,14.29,36.16,"2,582.86",0.00,,0.49,15.82,,0.10,0.00
RBR,Reserve,4/29/1996,0.74,36.8199,-121.7371,21.50,34.48,8.59,,7.68,0.10,,,0.07,5.00,0.11,8.07,0.00,,0.14,4.52,,0.01,0.00
RNM,Reserve,4/29/1996,0.55,36.8364,-121.7323,,34.27,,,,,,,0.15,10.71,0.11,8.07,0.00,,0.16,5.17,,,0.00
SKL,Lower Slough,4/29/1996,0.69,36.8106,-121.7864,20.80,33.97,8.82,,9.50,0.10,,,0.10,7.14,0.11,8.07,0.00,,0.19,6.13,,0.02,0.00
SP,Lower Slough,4/29/1996,0.65,36.8247,-121.7774,30.80,10.66,9.79,,17.83,0.10,,,0.03,1.79,0.11,8.07,0.00,,0.08,2.58,,0.02,0.00
SRB,Salinas River,4/29/1996,0.51,36.7321,-121.7807,23.40,6.86,9.43,,11.90,0.10,,,0.49,35.00,32.54,"2,324.57",0.00,,0.10,3.23,,0.28,0.00
SRL,Salinas River,4/29/1996,0.48,36.748,-121.7835,20.30,10.08,9.53,,15.48,0.10,,,0.23,16.43,11.07,791.00,0.00,,0.03,0.97,,0.13,0.00
TS,Tembladero Slough,4/29/1996,0.52,36.7651,-121.7596,20.70,0.42,8.89,,8.45,,,,0.22,15.71,44.30,"3,164.00",0.00,,0.80,25.83,,0.05,0.00
APC,Upper Slough,5/28/1996,0.38,36.8439,-121.7513,13.60,22.12,9.37,,8.72,48.20,,,0.63,45.00,0.11,8.07,0.00,,0.06,1.94,,0.23,0.00
APN,Upper Slough,5/28/1996,0.35,36.8471,-121.7545,13.20,34.64,7.61,,5.31,2.20,,,0.09,6.43,0.11,8.07,0.00,,0.08,2.58,,0.00,0.00
APS,Upper Slough,5/28/1996,0.40,36.8423,-121.7469,15.30,24.16,8.82,,7.28,31.70,,,1.24,88.57,0.11,8.07,0.00,,0.70,22.60,,0.19,0.00
BSE,Lower Slough,5/28/1996,0.55,36.8215,-121.7834,18.30,34.64,8.85,,16.23,20.50,,,0.31,22.14,0.11,8.07,0.00,,0.30,9.69,,0.06,0.00
BSW,Lower Slough,5/28/1996,0.54,36.8209,-121.7909,17.80,33.45,8.82,,19.38,75.60,,,0.23,16.43,0.11,8.07,0.00,,0.27,8.72,,0.04,0.00
CC,Upper Slough,5/28/1996,0.51,36.8601,-121.7401,17.60,5.27,8.01,,15.32,17.80,,,0.76,54.29,3.62,258.29,0.00,,0.02,0.48,,0.03,0.00
HLE,Upper Slough,5/28/1996,0.50,36.8563,-121.7549,16.70,28.07,8.52,,10.12,28.30,,,1.26,90.00,0.11,8.07,0.00,,0.19,6.13,,0.12,0.00
HLW,Upper Slough,5/28/1996,0.50,36.8565,-121.755,16.60,34.19,8.17,,5.63,46.60,,,0.22,15.71,0.11,8.07,0.00,,0.16,5.17,,0.01,0.00
JR,Lower Slough,5/28/1996,0.56,36.8171,-121.7871,17.60,34.13,8.84,,15.96,35.90,,,0.17,12.14,0.11,8.07,0.00,,0.22,7.10,,0.03,0.00
KP,Upper Slough,5/28/1996,0.49,36.8398,-121.7437,16.30,34.55,8.11,,6.63,27.90,,,0.16,11.43,0.11,8.07,0.00,,0.11,3.55,,0.01,0.00
MCS,Lower Slough,5/28/1996,0.61,36.7963,-121.7832,17.50,32.78,8.82,,15.15,13.50,,,0.17,12.21,0.23,16.14,0.00,,0.08,2.58,,0.03,0.00
MDW,Tembladero Slough,5/28/1996,0.62,36.7719,-121.7897,18.80,14.91,8.78,,14.44,90.80,,,0.03,1.79,14.01,"1,000.86",0.00,,0.07,2.26,,0.00,0.00
MLN,Lower Slough,5/28/1996,0.57,36.8,-121.7844,16.10,30.63,8.35,,8.54,19.00,,,0.16,11.43,0.11,8.07,0.00,,0.11,3.55,,0.01,0.00
MLS,Lower Slough,5/28/1996,0.57,36.7997,-121.7847,16.80,32.63,8.53,,11.50,6.60,,,0.06,4.29,0.16,11.30,0.00,,0.07,2.26,,0.01,0.00
PRN,Tembladero Slough,5/28/1996,0.60,36.7908,-121.7904,18.80,11.64,8.65,,9.72,132.70,,,0.03,1.79,25.09,"1,791.86",0.00,,0.34,10.98,,0.00,0.00
PRS,Tembladero Slough,5/28/1996,0.60,36.7904,-121.7907,18.80,11.72,8.61,,8.87,146.60,,,0.11,8.14,23.96,"1,711.14",0.00,,0.36,11.62,,0.01,0.00
RBR,Reserve,5/28/1996,0.44,36.8199,-121.7371,15.60,34.30,8.01,,6.81,20.50,,,0.15,10.71,0.11,8.07,0.00,,0.34,10.98,,0.00,0.00
RNM,Reserve,5/28/1996,0.48,36.8364,-121.7323,17.50,11.94,7.99,,10.26,149.40,,,0.35,25.00,0.11,8.07,0.00,,0.03,0.97,,0.01,0.00
RSM,Reserve,5/28/1996,0.45,36.824,-121.74,16.80,35.20,8.13,,6.04,9.60,,,0.14,10.00,0.11,8.07,0.00,,0.09,2.91,,0.01,0.00
SKL,Lower Slough,5/28/1996,0.56,36.8106,-121.7864,15.30,33.45,8.40,,10.80,15.90,,,0.09,6.43,0.11,8.07,0.00,,0.04,1.29,,0.01,0.00
SP,Lower Slough,5/28/1996,0.53,36.8247,-121.7774,18.00,14.92,9.48,,16.44,104.00,,,0.68,48.57,0.11,8.07,0.00,,0.80,25.83,,0.35,0.00
SRB,Salinas River,5/28/1996,0.64,36.7321,-121.7807,18.90,10.24,9.41,,14.50,41.30,,,0.62,44.00,18.53,"1,323.71",0.00,,0.04,1.29,,0.30,0.00
SRL,Salinas River,5/28/1996,0.63,36.748,-121.7835,17.60,13.36,9.08,,11.33,49.90,,,0.06,4.29,14.69,"1,049.29",0.00,,0.05,1.61,,0.02,0.00
TS,Tembladero Slough,5/28/1996,0.67,36.7651,-121.7596,17.80,0.31,8.89,,15.55,86.90,,,0.03,1.79,28.48,"2,034.00",0.00,,0.69,22.28,,0.01,0.00
APC,Upper Slough,6/29/1996,,36.8439,-121.7513,,38.17,,,,,,,1.42,101.43,0.11,8.07,0.00,,0.26,8.39,,,0.00
APN,Upper Slough,6/29/1996,,36.8471,-121.7545,,36.14,,,,,,,0.03,1.79,0.11,8.07,0.00,,0.05,1.61,,,0.00
APS,Upper Slough,6/29/1996,,36.8423,-121.7469,,42.60,,,,,,,0.07,5.00,0.11,8.07,0.00,,2.00,64.57,,,0.00
BSE,Lower Slough,6/29/1996,,36.8215,-121.7834,,37.87,,,,,,,0.07,5.00,0.90,64.57,0.00,,0.29,9.36,,,0.00
BSW,Lower Slough,6/29/1996,,36.8209,-121.7909,,32.86,,,,,,,0.03,1.79,0.45,32.29,0.00,,0.23,7.43,,,0.00
CC,Upper Slough,6/29/1996,,36.8601,-121.7401,,17.96,,,,,,,0.16,11.43,4.07,290.57,0.00,,0.02,0.48,,,0.00
HLE,Upper Slough,6/29/1996,,36.8563,-121.7549,,36.59,,,,,,,0.03,1.79,2.49,177.57,0.00,,0.02,0.48,,,0.00
HLW,Upper Slough,6/29/1996,,36.8565,-121.755,,36.14,,,,,,,0.03,1.79,1.58,113.00,0.00,,0.08,2.58,,,0.00
JR,Lower Slough,6/29/1996,,36.8171,-121.7871,,33.08,,,,,,,0.05,3.57,0.07,4.84,0.00,,0.18,5.81,,,0.00
KP,Upper Slough,6/29/1996,,36.8398,-121.7437,,35.84,,,,,,,0.03,1.79,0.11,8.07,0.00,,0.07,2.26,,,0.00
MCS,Lower Slough,6/29/1996,,36.7963,-121.7832,,32.71,,,,,,,0.13,9.29,0.45,32.29,0.00,,0.10,3.23,,,0.00
MDW,Tembladero Slough,6/29/1996,,36.7719,-121.7897,,10.22,,,,,,,0.18,12.86,27.57,"1,969.43",0.00,,0.09,2.91,,,0.00
MLN,Lower Slough,6/29/1996,,36.8,-121.7844,,31.32,,,,,,,0.11,7.86,1.81,129.14,0.00,,0.08,2.58,,,0.00
MLS,Lower Slough,6/29/1996,,36.7997,-121.7847,,31.61,,,,,,,0.08,5.71,1.13,80.71,0.00,,0.08,2.58,,,0.00
PRN,Tembladero Slough,6/29/1996,,36.7908,-121.7904,,9.64,,,,,,,0.13,9.29,27.80,"1,985.57",0.00,,0.27,8.72,,,0.00
PRS,Tembladero Slough,6/29/1996,,36.7904,-121.7907,,8.30,,,,,,,0.10,7.14,28.25,"2,017.86",0.00,,0.29,9.36,,,0.00
RBR,Reserve,6/29/1996,,36.8199,-121.7371,,35.02,,,,,,,0.09,6.43,10.17,726.43,0.00,,0.50,16.14,,,0.00
RSM,Reserve,6/29/1996,,36.824,-121.74,,35.76,,,,,,,0.04,2.86,0.18,12.91,0.00,,0.11,3.55,,,0.00
SKL,Lower Slough,6/29/1996,,36.8106,-121.7864,,33.31,,,,,,,0.03,1.79,11.75,839.43,0.00,,0.05,1.61,,,0.00
SP,Lower Slough,6/29/1996,,36.8247,-121.7774,,42.14,,,,,,,0.05,3.57,0.20,14.53,0.00,,0.57,18.40,,,0.00
SRB,Salinas River,6/29/1996,,36.7321,-121.7807,,6.66,,,,,,,0.05,3.57,13.79,984.71,0.00,,0.02,0.48,,,0.00
SRL,Salinas River,6/29/1996,,36.748,-121.7835,,10.03,,,,,,,0.12,8.57,34.80,"2,486.00",0.00,,0.02,0.48,,,0.00
TS,Tembladero Slough,6/29/1996,,36.7651,-121.7596,,1.35,,,,,,,0.09,6.43,7.91,565.00,0.00,,0.69,22.28,,,0.00
APC,Upper Slough,7/30/1996,0.53,36.8439,-121.7513,24.30,33.99,7.60,,9.78,26.70,,,0.39,27.86,0.11,8.07,0.00,,0.02,0.48,,0.01,0.00
APN,Upper Slough,7/30/1996,0.52,36.8471,-121.7545,24.00,35.69,8.67,,,5.90,,,0.07,5.00,0.11,8.07,0.00,,0.02,0.48,,0.01,0.00
APS,Upper Slough,7/30/1996,0.56,36.8423,-121.7469,28.60,40.86,8.98,,,25.80,,,0.03,1.79,0.11,8.07,0.00,,0.19,6.13,,0.01,0.00
BSE,Lower Slough,7/30/1996,0.51,36.8215,-121.7834,22.40,37.62,8.93,,7.30,19.70,,,0.08,5.71,0.11,8.07,0.00,,0.10,3.23,,0.02,0.00
BSW,Lower Slough,7/30/1996,0.50,36.8209,-121.7909,20.20,34.74,8.72,,10.20,11.80,,,0.08,5.71,0.11,8.07,0.00,,0.02,0.48,,0.01,0.00
CC,Upper Slough,7/30/1996,0.47,36.8601,-121.7401,23.20,7.61,9.39,,9.04,65.20,,,0.11,7.86,0.11,8.07,0.00,,1.51,48.75,,0.06,0.00
HLE,Upper Slough,7/30/1996,0.45,36.8563,-121.7549,23.00,37.73,9.06,,8.02,40.50,,,0.95,67.86,0.88,62.96,0.00,,0.38,12.27,,0.34,0.00
HLW,Upper Slough,7/30/1996,0.45,36.8565,-121.755,22.60,37.96,8.45,,4.55,16.30,,,0.30,21.43,0.14,9.69,0.00,,0.08,2.58,,0.04,0.00
JR,Lower Slough,7/30/1996,0.52,36.8171,-121.7871,17.60,34.49,8.79,,10.40,11.20,,,0.06,4.29,0.11,8.07,0.00,,0.02,0.48,,0.01,0.00
KP,Upper Slough,7/30/1996,0.43,36.8398,-121.7437,19.60,35.65,8.57,,6.19,13.70,,,0.12,8.57,0.11,8.07,0.00,,0.02,0.48,,0.02,0.00
MCS,Lower Slough,7/30/1996,0.60,36.7963,-121.7832,23.40,39.11,9.84,,0.18,3.90,,,0.03,1.79,0.14,9.69,0.00,,0.09,2.91,,0.02,0.00
MDW,Tembladero Slough,7/30/1996,0.61,36.7719,-121.7897,22.10,5.71,9.45,,12.64,50.20,,,0.03,1.79,15.28,"1,091.26",0.00,,0.02,0.48,,0.01,0.00
MLN,Lower Slough,7/30/1996,0.54,36.8,-121.7844,18.10,33.40,8.72,,8.22,8.10,,,0.08,5.71,0.99,71.03,0.00,,0.02,0.48,,0.01,0.00
MLS,Lower Slough,7/30/1996,0.54,36.7997,-121.7847,17.00,34.63,9.11,,14.18,9.30,,,0.03,1.79,0.14,9.69,0.00,,0.02,0.48,,0.01,0.00
PRN,Tembladero Slough,7/30/1996,0.58,36.7908,-121.7904,17.80,33.89,8.59,,3.02,36.70,,,0.16,11.43,1.18,83.94,0.00,,0.02,0.48,,0.02,0.00
PRS,Tembladero Slough,7/30/1996,0.59,36.7904,-121.7907,23.90,9.10,9.57,,0.16,55.00,,,0.03,1.79,10.01,715.13,0.00,,0.57,18.40,,0.02,0.00
RBR,Reserve,7/30/1996,0.40,36.8199,-121.7371,19.40,35.60,8.57,,6.12,22.00,,,0.12,8.57,0.09,6.46,0.00,,0.59,19.05,,0.01,0.00
RNM,Reserve,7/30/1996,0.48,36.8364,-121.7323,27.10,25.17,8.76,,,98.90,,,0.76,54.29,0.11,8.07,0.00,,0.02,0.48,,0.21,0.00
RSM,Reserve,7/30/1996,0.41,36.824,-121.74,21.00,36.05,8.76,,7.59,10.80,,,0.07,5.00,0.11,8.07,0.00,,0.06,1.94,,0.01,0.00
SKL,Lower Slough,7/30/1996,0.53,36.8106,-121.7864,17.90,34.19,8.89,,13.76,13.10,,,0.03,1.79,0.11,8.07,0.00,,0.02,0.48,,0.01,0.00
SP,Lower Slough,7/30/1996,0.49,36.8247,-121.7774,24.20,40.24,9.15,,8.03,8.50,,,0.10,7.14,0.11,8.07,0.00,,0.12,3.87,,0.04,0.00
SRB,Salinas River,7/30/1996,0.64,36.7321,-121.7807,22.00,4.48,9.64,,13.56,19.10,,,0.03,1.79,1.13,80.71,0.00,,0.02,0.48,,0.02,0.00
SRL,Salinas River,7/30/1996,0.62,36.748,-121.7835,20.50,5.34,9.39,,10.45,34.10,,,0.03,1.79,9.15,653.79,0.00,,0.02,0.48,,0.01,0.00
TS,Tembladero Slough,7/30/1996,0.65,36.7651,-121.7596,23.80,0.31,9.09,,9.78,37.30,,,0.03,1.79,28.70,"2,050.14",0.00,,1.21,39.07,,0.01,0.00
APC,Upper Slough,8/26/1996,0.47,36.8439,-121.7513,24.90,48.08,8.77,,10.04,15.80,,,0.13,9.29,0.11,8.07,0.00,,0.04,1.29,,0.03,0.00
APN,Upper Slough,8/26/1996,0.42,36.8471,-121.7545,18.30,35.41,8.13,,7.18,8.40,,,0.08,5.71,0.16,11.30,0.00,,0.03,0.97,,0.00,0.00
APS,Upper Slough,8/26/1996,0.49,36.8423,-121.7469,26.40,44.15,9.01,,10.23,68.50,,,0.14,10.00,0.11,8.07,0.00,,0.78,25.18,,0.05,0.00
BSE,Lower Slough,8/26/1996,0.47,36.8215,-121.7834,20.20,39.08,8.70,,7.42,18.90,,,0.18,12.86,0.11,8.07,0.00,,0.17,5.49,,0.03,0.00
BSW,Lower Slough,8/26/1996,0.46,36.8209,-121.7909,17.50,34.54,8.41,,8.51,23.20,,,0.08,5.71,0.09,6.46,0.00,,0.09,2.91,,0.01,0.00
CC,Upper Slough,8/26/1996,0.43,36.8601,-121.7401,16.70,17.67,8.70,,5.02,14.00,,,0.48,34.29,0.07,4.84,0.00,,0.99,31.96,,0.06,0.00
HLE,Upper Slough,8/26/1996,0.41,36.8563,-121.7549,17.80,39.01,8.62,,8.57,63.70,,,0.82,58.57,1.13,80.71,0.00,,0.22,7.10,,0.10,0.00
HLW,Upper Slough,8/26/1996,0.42,36.8565,-121.755,18.10,37.61,8.41,,5.16,21.60,,,0.30,21.43,0.09,6.46,0.00,,0.14,4.52,,0.02,0.00
JR,Lower Slough,8/26/1996,0.48,36.8171,-121.7871,16.60,34.47,8.53,,9.98,3.90,,,0.07,5.00,0.11,8.07,0.00,,0.05,1.61,,0.01,0.00
KP,Upper Slough,8/26/1996,0.41,36.8398,-121.7437,16.80,35.39,8.37,,7.23,19.90,,,0.12,8.57,0.11,8.07,0.00,,0.04,1.29,,0.01,0.00
MDW,Tembladero Slough,8/26/1996,0.55,36.7719,-121.7897,21.20,3.51,8.46,,6.18,54.40,,,0.29,20.71,29.83,"2,130.86",0.00,,0.93,30.03,,0.03,0.00
MLN,Lower Slough,8/26/1996,0.49,36.8,-121.7844,16.70,33.38,8.55,,9.33,2.50,,,0.08,5.71,0.23,16.14,0.00,,0.07,2.26,,0.01,0.00
MLS,Lower Slough,8/26/1996,0.50,36.7997,-121.7847,16.10,34.36,8.32,,5.19,10.30,,,0.07,5.00,0.11,8.07,0.00,,0.07,2.26,,0.00,0.00
PRN,Tembladero Slough,8/26/1996,0.52,36.7908,-121.7904,17.60,33.27,8.50,,10.22,25.20,,,0.36,25.71,1.36,96.86,0.00,,0.13,4.20,,0.03,0.00
PRS,Tembladero Slough,8/26/1996,0.53,36.7904,-121.7907,22.30,9.49,9.08,,16.09,77.00,,,0.17,12.14,4.29,306.71,0.00,,0.45,14.53,,0.06,0.00
RBR,Reserve,8/26/1996,0.38,36.8199,-121.7371,16.50,35.32,8.13,,7.44,25.40,,,0.03,1.79,0.11,8.07,0.00,,0.04,1.29,,0.00,0.00
RSM,Reserve,8/26/1996,0.39,36.824,-121.74,18.70,36.21,8.59,,8.17,9.50,,,0.03,1.79,0.05,3.23,0.00,,0.02,0.48,,0.00,0.00
SKL,Lower Slough,8/26/1996,0.48,36.8106,-121.7864,16.50,34.33,8.56,,11.56,12.00,,,0.07,5.00,0.68,48.43,0.00,,0.03,0.97,,0.01,0.00
SP,Lower Slough,8/26/1996,0.45,36.8247,-121.7774,19.10,41.72,8.89,,6.52,19.30,,,0.19,13.57,0.07,4.84,0.00,,0.20,6.46,,0.04,0.00
SRB,Salinas River,8/26/1996,0.57,36.7321,-121.7807,21.10,3.24,9.17,,11.25,15.30,,,0.13,9.29,23.05,"1,646.57",0.00,,0.02,0.48,,0.05,0.00
SRL,Salinas River,8/26/1996,0.55,36.748,-121.7835,21.10,4.44,9.37,,14.35,42.10,,,0.92,65.71,18.76,"1,339.86",0.00,,0.12,3.87,,0.46,0.00
TS,Tembladero Slough,8/26/1996,0.58,36.7651,-121.7596,21.20,0.21,8.86,,,78.20,,,0.21,15.00,37.97,"2,712.00",0.00,,0.68,21.95,,0.05,0.00
APC,Upper Slough,9/30/1996,0.51,36.8439,-121.7513,16.10,50.17,9.03,,12.22,20.07,,,0.03,1.79,0.11,8.07,0.00,,0.05,1.61,,0.01,0.00
APN,Upper Slough,9/30/1996,0.49,36.8471,-121.7545,16.60,35.09,8.27,,8.15,8.10,,,0.17,12.14,0.11,8.07,0.00,,0.08,2.58,,0.01,0.00
APS,Upper Slough,9/30/1996,0.52,36.8423,-121.7469,16.80,63.22,8.79,,7.10,99.00,,,0.06,4.29,0.90,64.57,0.00,,1.22,39.39,,0.01,0.00
BSW,Lower Slough,9/30/1996,0.64,36.8209,-121.7909,15.40,34.32,8.37,,9.79,5.50,,,0.08,5.71,0.11,8.07,0.00,,0.07,2.26,,0.00,0.00
CC,Upper Slough,9/30/1996,0.55,36.8601,-121.7401,15.00,16.24,9.23,,6.97,1.80,,,0.12,8.57,0.11,8.07,0.00,,1.20,38.74,,0.04,0.00
